id,name,popularity,preview_url,link,duration_ms,album_id,album_name,release_date,album_img_64,album_img_300,artist_id,artist_name,followers,genre,artist_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year
7H6ev70Weq6DdpZyyTmUXk,Say My Name,76,https://p.scdn.co/mp3-preview/26cde6756e631b05cb8b83e99bec8eac00980073?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/7H6ev70Weq6DdpZyyTmUXk,271333,283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall,1999-07-27,https://i.scdn.co/image/ab67616d000048513718df75b57340c1947747e8,https://i.scdn.co/image/ab67616d00001e023718df75b57340c1947747e8,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,4446841,dance pop,75,0.713,0.678,5,-3.525,0.102,0.273,0,0.149,0.734,138.009,1999
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,79,,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,233933,5gO2acKSOaJnP0Mcy8IpU6,The Better Life,2000,https://i.scdn.co/image/ab67616d000048512868c4713a3912fd476b42f1,https://i.scdn.co/image/ab67616d00001e022868c4713a3912fd476b42f1,2RTUTCvo6onsAnheUk3aL9,3 Doors Down,2980476,alternative metal,72,0.545,0.865,11,-5.708,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,2000
3MjUtNVVq3C8Fn0MP3zhXa,Baby One More Time,77,https://p.scdn.co/mp3-preview/da2134a161f1cb34d17c2d6d7e77cc93d1c1e6f7?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/3MjUtNVVq3C8Fn0MP3zhXa,211066,3WNxdumkSMGMJRhEgK80qx,Baby One More Time (Digital Deluxe Version),1999-01-12,https://i.scdn.co/image/ab67616d000048518e49866860c25afffe2f1a02,https://i.scdn.co/image/ab67616d00001e028e49866860c25afffe2f1a02,26dSoYclwsYLMAKD3tpOr4,Britney Spears,8126187,dance pop,82,0.759,0.699,0,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96,1999
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,78,https://p.scdn.co/mp3-preview/7fb86827422540ad01f65870375fef055412f034?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ,211160,5PmgtkodFl2Om3hMXONDll,Oops!... I Did It Again,2000-05-16,https://i.scdn.co/image/ab67616d000048512aa20611c7fb964a74ab01a6,https://i.scdn.co/image/ab67616d00001e022aa20611c7fb964a74ab01a6,26dSoYclwsYLMAKD3tpOr4,Britney Spears,8126187,dance pop,82,0.751,0.834,1,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,2000
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),80,https://p.scdn.co/mp3-preview/dcddd0ebee02d9142b39d092c823f88201547b7a?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J,231400,5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,2008-03-17,https://i.scdn.co/image/ab67616d00004851f9bd7a6c772ac496015be3f8,https://i.scdn.co/image/ab67616d00001e02f9bd7a6c772ac496015be3f8,0jnsk9HBra6NMjO2oANoPY,Flo Rida,7830306,dance pop,80,0.918,0.609,10,-5.64,0.0791,0.0928,0,0.139,0.304,128.008,2008
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),82,https://p.scdn.co/mp3-preview/8a5e4f8dce6b1a957e235185a4677841fcaafe90?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX,250373,1RM6MGv6bcl6NrAG8PGoZk,Confessions (Expanded Edition),2004-03-23,https://i.scdn.co/image/ab67616d00004851365b3fb800c19f7ff72602da,https://i.scdn.co/image/ab67616d00001e02365b3fb800c19f7ff72602da,23zg3TcAtWQy7J6upgbUnj,Usher,8258324,atl hip hop,83,0.894,0.791,2,-4.699,0.112,0.0183,0,0.0388,0.583,105.018,2004
4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,80,,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR,289133,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,https://i.scdn.co/image/ab67616d000048510bd44f5ff9ecc99f7770acc5,https://i.scdn.co/image/ab67616d00001e020bd44f5ff9ecc99f7770acc5,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,5028597,dance pop,83,0.743,0.766,0,-6.375,0.0265,0.0873,0,0.509,0.61,127.96,2009
3oDFtOhcN08qeDPAK6MEQG,Boom Boom Pow,70,,https://open.spotify.com/track/3oDFtOhcN08qeDPAK6MEQG,251440,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,https://i.scdn.co/image/ab67616d000048510bd44f5ff9ecc99f7770acc5,https://i.scdn.co/image/ab67616d00001e020bd44f5ff9ecc99f7770acc5,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,5028597,dance pop,83,0.867,0.857,9,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048,2009
3UhXPxLDFKCj1ZO6mmtV0a,Apologize,73,,https://open.spotify.com/track/3UhXPxLDFKCj1ZO6mmtV0a,208106,5KIGFE6IFlVQPA4Vsl15nV,Dreaming Out Loud,2007-11-20,https://i.scdn.co/image/ab67616d000048518d2a873567851166946387a0,https://i.scdn.co/image/ab67616d00001e028d2a873567851166946387a0,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,11048261,dance pop,83,0.593,0.74,8,-6.12,0.0339,0.363,2.22e-05,0.102,0.502,118.008,2007
1IAzD1muglOxOcPbUHs70R,Whatever You Like,75,https://p.scdn.co/mp3-preview/c82678be83d118b5d815dda0ecc00b5ad99e81e3?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/1IAzD1muglOxOcPbUHs70R,249533,5PfepkNWgRR2DI02Y8AawC,Paper Trail,2008-09-07,https://i.scdn.co/image/ab67616d00004851b6d4478c6f91f1cb2d326c78,https://i.scdn.co/image/ab67616d00001e02b6d4478c6f91f1cb2d326c78,4OBJLual30L7gRl5UkeRcT,T.I,3537062,atl hip hop,78,0.68,0.687,9,-6.162,0.0709,0.0161,0,0.261,0.467,150.053,2008
3jlbL2OTD5YmIunYzgQTAN,Live Your Life,75,https://p.scdn.co/mp3-preview/58db452df6a351cc652e065ac8c6c0febef793cb?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/3jlbL2OTD5YmIunYzgQTAN,338853,5PfepkNWgRR2DI02Y8AawC,Paper Trail,2008-09-07,https://i.scdn.co/image/ab67616d00004851b6d4478c6f91f1cb2d326c78,https://i.scdn.co/image/ab67616d00001e02b6d4478c6f91f1cb2d326c78,4OBJLual30L7gRl5UkeRcT,T.I,3537062,atl hip hop,78,0.375,0.862,11,-3.363,0.255,0.071,0,0.211,0.478,159.841,2008
7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,78,https://p.scdn.co/mp3-preview/b0aace1f8a27b540a9fd96775d7665e3e2b73029?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,262466,0VaAFegRAAn4OCg7p4QjN5,Spirit,2007,https://i.scdn.co/image/ab67616d0000485134fd9eb8cd48e518598aec55,https://i.scdn.co/image/ab67616d00001e0234fd9eb8cd48e518598aec55,5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,2556027,british soul,74,0.638,0.656,5,-5.886,0.0357,0.188,0,0.146,0.225,104.036,2007
4ZOyH6KjomjlqCz3oFqglr,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,66,https://p.scdn.co/mp3-preview/63b07ee2a77f0f18603dfca450314c4957af7795?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/4ZOyH6KjomjlqCz3oFqglr,187840,2NG4OLyeNMwcLqirwwwvs2,This Is Me...Then,2002-11-19,https://i.scdn.co/image/ab67616d00004851a33bca43fe421d8b34ba73d4,https://i.scdn.co/image/ab67616d00001e02a33bca43fe421d8b34ba73d4,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,9034129,dance pop,79,0.844,0.754,6,-5.46,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,2002
3Gf5nttwcX9aaSQXRWidEZ,Ride Wit Me,74,,https://open.spotify.com/track/3Gf5nttwcX9aaSQXRWidEZ,291781,5v7Icroz1sQsK2sQyLrWzE,Country Grammar,2000-06-27,https://i.scdn.co/image/ab67616d00004851a7ad64a69a42647de9dd0dad,https://i.scdn.co/image/ab67616d00001e02a7ad64a69a42647de9dd0dad,2gBjLmx6zQnFGQJCAQpRgw,Nelly,1658833,dance pop,77,0.85,0.7,7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,2000
2Mpj1Ul5OFPyyP4wB62Rvi,Survivor,71,https://p.scdn.co/mp3-preview/c48860e5c7ce2f6a312b6bc4efd16de85ec49216?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/2Mpj1Ul5OFPyyP4wB62Rvi,254026,2HcjLD0ButtKsQYqzoyOx9,Survivor,2001-05-01,https://i.scdn.co/image/ab67616d00004851163cdae7f1e2c82786a84e3e,https://i.scdn.co/image/ab67616d00001e02163cdae7f1e2c82786a84e3e,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,4446841,dance pop,75,0.514,0.911,1,-2.027,0.41,0.0559,0,0.775,0.619,161.109,2001
6zsk6uF3MxfIeHPlubKBvR,Get Ur Freak On,69,https://p.scdn.co/mp3-preview/377a872a710350a8aa969597d4a5a9979fa37d54?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/6zsk6uF3MxfIeHPlubKBvR,211120,20t54K6C80QQH7vbcpfJcP,Miss E... So Addictive,2001-05-14,https://i.scdn.co/image/ab67616d000048512e3969990abe1229c0879a7b,https://i.scdn.co/image/ab67616d00001e022e3969990abe1229c0879a7b,2wIVse2owClT7go1WT98tk,Missy Elliott,1496534,dance pop,74,0.797,0.75,0,-9.369,0.247,0.533,0.108,0.095,0.74,177.87,2001
2YHIP0JrmNPJxwuUE45o7l,With Arms Wide Open,56,,https://open.spotify.com/track/2YHIP0JrmNPJxwuUE45o7l,278440,1FirK6WH5dVjMLSRpjjHAI,Throwback Songs,2020-11-06,https://i.scdn.co/image/ab67616d0000485126be306e4d9fbe168aab9c98,https://i.scdn.co/image/ab67616d00001e0226be306e4d9fbe168aab9c98,0LyfQWJT6nXafLPZqxe9Of,Various Artists,1054792,None,0,0.415,0.533,0,-8.445,0.0308,0.0037,0.000732,0.176,0.126,138.929,2020
41nT1Sp6ChR65FbsdLlFHW,Bootylicious,64,https://p.scdn.co/mp3-preview/744f405691f6a13bc60ebce53b10c0cf68d8ded2?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/41nT1Sp6ChR65FbsdLlFHW,207906,2HcjLD0ButtKsQYqzoyOx9,Survivor,2001-05-01,https://i.scdn.co/image/ab67616d00004851163cdae7f1e2c82786a84e3e,https://i.scdn.co/image/ab67616d00001e02163cdae7f1e2c82786a84e3e,1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,4446841,dance pop,75,0.84,0.835,1,-4.386,0.275,0.00281,1.11e-06,0.152,0.637,103.376,2001
04KTF78FFg8sOHC1BADqbY,Hot In Herre,72,,https://open.spotify.com/track/04KTF78FFg8sOHC1BADqbY,228240,4HUUHHXBXImwksfbSPqE7q,Nellyville,2002-06-25,https://i.scdn.co/image/ab67616d00004851a8b9f97b9ea065b9a857e93f,https://i.scdn.co/image/ab67616d00001e02a8b9f97b9ea065b9a857e93f,2gBjLmx6zQnFGQJCAQpRgw,Nelly,1658833,dance pop,77,0.956,0.745,11,-4.753,0.12,0.206,0,0.0615,0.912,107.075,2002
6Qm9MaditCcx5V62rVHYqu,A Thousand Miles,61,,https://open.spotify.com/track/6Qm9MaditCcx5V62rVHYqu,237440,2uHUZLZ8AJ7KjtUb3ogQt1,Best Of,2011-01-01,https://i.scdn.co/image/ab67616d00004851a88fa19b7543b39a3ea542d9,https://i.scdn.co/image/ab67616d00001e02a88fa19b7543b39a3ea542d9,5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,438047,dance pop,65,0.488,0.833,11,-3.876,0.0387,0.273,0,0.192,0.257,94.841,2011
5xEM5hIgJ1jjgcEBfpkt2F,Complicated,78,https://p.scdn.co/mp3-preview/497f3eed8dedf972b878e04e4e3f6b18556226c3?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/5xEM5hIgJ1jjgcEBfpkt2F,244506,3zXjR3y2dUWklKmmp6lEhy,Let Go,2002-06-04,https://i.scdn.co/image/ab67616d00004851f7ec724fbf97a30869d06240,https://i.scdn.co/image/ab67616d00001e02f7ec724fbf97a30869d06240,0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,6534724,canadian pop,78,0.585,0.776,5,-5.898,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,2002
2HpWHLtZldOcDn5qzX8kb2,Can't Get You out of My Head,38,https://p.scdn.co/mp3-preview/1390db1b1f3555e4c24bfb0d89085faf6eaab9ea?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/2HpWHLtZldOcDn5qzX8kb2,231715,2ouF5QE4cMKHwL2QYVFVU4,Can't Get You out of My Head,2001,https://i.scdn.co/image/ab67616d00004851a3ecbe2f6ecb9283110969c2,https://i.scdn.co/image/ab67616d00001e02a3ecbe2f6ecb9283110969c2,4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,1164373,australian dance,78,0.768,0.59,9,-7.485,0.0335,0.0257,0.603,0.0865,0.964,126.009,2001
6vrUTGn5p8IrfTZ0J6sIVM,Iris,74,https://p.scdn.co/mp3-preview/956923574bf91206435e9774d13f6dd775a49cab?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/6vrUTGn5p8IrfTZ0J6sIVM,289906,0UccZZgelTAbbk3OSPZymO,Greatest Hits Volume One - The Singles,2007-11-06,https://i.scdn.co/image/ab67616d00004851d54c4b12c9242bda37f4bb25,https://i.scdn.co/image/ab67616d00001e02d54c4b12c9242bda37f4bb25,2sil8z5kiy4r76CRTXxBCA,The Goo Goo Dolls,1775263,alternative rock,71,0.291,0.79,11,-5.683,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,2007
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),76,https://p.scdn.co/mp3-preview/ce8ace0ec425840416be78db07cf50dd331eed4f?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/5IVuqXILoxVWvWEPm82Jxr,236133,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24,https://i.scdn.co/image/ab67616d0000485145680a4a57c97894490a01c1,https://i.scdn.co/image/ab67616d00001e0245680a4a57c97894490a01c1,6vWDO969PvNqNYHIOW5v0m,Beyoncé,25336144,dance pop,87,0.646,0.77,2,-6.596,0.226,0.00249,0,0.0715,0.681,99.165,2003
4WY3HyGXsWqjFRCVD6gnTe,Baby Boy (feat. Sean Paul),65,https://p.scdn.co/mp3-preview/589c1d95875fad5e369bb9cc2e52b938de6537a2?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/4WY3HyGXsWqjFRCVD6gnTe,244826,6oxVabMIqCMJRYN1GqR3Vf,Dangerously In Love,2003-06-24,https://i.scdn.co/image/ab67616d0000485145680a4a57c97894490a01c1,https://i.scdn.co/image/ab67616d00001e0245680a4a57c97894490a01c1,6vWDO969PvNqNYHIOW5v0m,Beyoncé,25336144,dance pop,87,0.655,0.488,1,-9.17,0.22,0.0825,1.16e-06,0.221,0.791,91.025,2003
7Lf7oSEVdzZqTA0kEDSlS5,Cry Me a River,74,https://p.scdn.co/mp3-preview/0e2f07ca487e1f5020547ee64f95662fca2a75ef?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/7Lf7oSEVdzZqTA0kEDSlS5,288333,6QPkyl04rXwTGlGlcYaRoW,Justified,2002-11-04,https://i.scdn.co/image/ab67616d00004851346a5742374ab4cf9ed32dee,https://i.scdn.co/image/ab67616d00001e02346a5742374ab4cf9ed32dee,31TPClRtHm23RisEBtV3X7,Justin Timberlake,9987047,dance pop,82,0.624,0.653,8,-6.582,0.176,0.575,0,0.104,0.565,73.884,2002
1AWQoqb9bSvzTjaLralEkT,Rock Your Body,72,https://p.scdn.co/mp3-preview/757bc5732e5c92e36ea249d631120b381a4885e2?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/1AWQoqb9bSvzTjaLralEkT,267266,6QPkyl04rXwTGlGlcYaRoW,Justified,2002-11-04,https://i.scdn.co/image/ab67616d00004851346a5742374ab4cf9ed32dee,https://i.scdn.co/image/ab67616d00001e02346a5742374ab4cf9ed32dee,31TPClRtHm23RisEBtV3X7,Justin Timberlake,9987047,dance pop,82,0.891,0.714,4,-6.055,0.14,0.202,0.000234,0.0521,0.818,100.972,2002
2WQ09wqQBIOor7Q0VpIDBK,Rock That Body,59,,https://open.spotify.com/track/2WQ09wqQBIOor7Q0VpIDBK,268840,1dgbFU08pXJXZhGPlybdMX,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],2009-01-01,https://i.scdn.co/image/ab67616d000048510bd44f5ff9ecc99f7770acc5,https://i.scdn.co/image/ab67616d00001e020bd44f5ff9ecc99f7770acc5,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,5028597,dance pop,83,0.715,0.907,7,-6.025,0.0993,0.0172,8.39e-05,0.426,0.841,124.992,2009
6YgV0EF8xJMZz0Zm6BTaT4,This Love,68,,https://open.spotify.com/track/6YgV0EF8xJMZz0Zm6BTaT4,206200,1Rv9WRKyYhFaGbuYDaQunN,Songs About Jane,2002-06-25,https://i.scdn.co/image/ab67616d0000485117b3850d758fff5a2301e537,https://i.scdn.co/image/ab67616d00001e0217b3850d758fff5a2301e537,04gDigrS5kc9YWfZHwBETP,Maroon 5,28246895,pop,87,0.712,0.862,5,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,2002
7nKOPOosPKm9M4KeTdmuMp,Wake Up Call,55,,https://open.spotify.com/track/7nKOPOosPKm9M4KeTdmuMp,201306,2Zp8p8ZO12s6ThkT5DCJrb,It Won't Be Soon Before Long,2007,https://i.scdn.co/image/ab67616d000048519c6ee81163060d7883de2dda,https://i.scdn.co/image/ab67616d00001e029c6ee81163060d7883de2dda,04gDigrS5kc9YWfZHwBETP,Maroon 5,28246895,pop,87,0.631,0.949,4,-2.671,0.0591,0.0302,0,0.0882,0.969,164.118,2007
2cMTIlktg3M9mXYqCPqw1J,Milkshake,67,,https://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J,182626,7zesXMFikT4DdgkklIk3Jz,Tasty,2003-12-05,https://i.scdn.co/image/ab67616d00004851e928de086eef7d3491b4390b,https://i.scdn.co/image/ab67616d00001e02e928de086eef7d3491b4390b,0IF46mUS8NXjgHabxk2MCM,Kelis,373831,dance pop,65,0.881,0.774,1,-6.068,0.0439,0.00986,0.0346,0.206,0.759,112.968,2003
6I9VzXrHxO9rA9A5euc8Ak,Toxic,80,https://p.scdn.co/mp3-preview/8465386fd6ce10f7ae3bd9c907825d7cb955ade0?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak,198800,0z7pVBGOD7HCIB7S8eLkLI,In The Zone,2003-11-13,https://i.scdn.co/image/ab67616d00004851efc6988972cb04105f002cd4,https://i.scdn.co/image/ab67616d00001e02efc6988972cb04105f002cd4,26dSoYclwsYLMAKD3tpOr4,Britney Spears,8126187,dance pop,82,0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,2003
61Qhe2mHSLhUE04QeK4lkD,Breakaway,64,https://p.scdn.co/mp3-preview/cedeb9e8b720819ff29961d5c4e3d699039b9e84?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/61Qhe2mHSLhUE04QeK4lkD,237000,5gDAEao3VxFdbm8vS0koQq,Breakaway,2004-01-17,https://i.scdn.co/image/ab67616d0000485103dadde4d9d305c1c3e0d91c,https://i.scdn.co/image/ab67616d00001e0203dadde4d9d305c1c3e0d91c,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,7112350,dance pop,83,0.446,0.701,9,-4.179,0.0295,0.0298,8.89e-06,0.0931,0.394,159.958,2004
0eqH0ALoDQevq59YcQ53KE,Hollaback Girl,71,,https://open.spotify.com/track/0eqH0ALoDQevq59YcQ53KE,199853,34y7m68F7rN9ou6m5GWohR,Love Angel Music Baby,2004-11-22,https://i.scdn.co/image/ab67616d00004851f049fc9322f0c93646cdcc77,https://i.scdn.co/image/ab67616d00001e02f049fc9322f0c93646cdcc77,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,4316195,dance pop,78,0.926,0.916,10,-2.221,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,2004
3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,72,https://p.scdn.co/mp3-preview/6e39adc77aba227544f11251414bd89824e0eb96?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/3xrn9i8zhNZsTtcoWgQEAd,188960,5gDAEao3VxFdbm8vS0koQq,Breakaway,2004-01-17,https://i.scdn.co/image/ab67616d0000485103dadde4d9d305c1c3e0d91c,https://i.scdn.co/image/ab67616d00001e0203dadde4d9d305c1c3e0d91c,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,7112350,dance pop,83,0.662,0.741,0,-5.406,0.0334,0.00165,0.0303,0.114,0.404,131.0,2004
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,79,,https://open.spotify.com/track/5D2mYZuzcgjpchVY1pmTPh,209106,2pidzXTaHV4WaIJYRxKDCH,The Massacre,2005-03-03,https://i.scdn.co/image/ab67616d0000485191f7222996c531b981e7bb3d,https://i.scdn.co/image/ab67616d00001e0291f7222996c531b981e7bb3d,3q7HBObVc0L8jNeTe5Gofh,50 Cent,6554508,east coast hip hop,84,0.614,0.574,11,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173,2005
0BxfFnk0YzONqvmrkO0QrB,Don't Cha,72,,https://open.spotify.com/track/0BxfFnk0YzONqvmrkO0QrB,272080,53zV9rZ5yfWgigsmuJtYpG,PCD,2005-01-01,https://i.scdn.co/image/ab67616d000048515d9edaa7b844f929a5b2973e,https://i.scdn.co/image/ab67616d00001e025d9edaa7b844f929a5b2973e,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,3936198,dance pop,72,0.875,0.631,1,-3.475,0.099,0.00542,2.54e-06,0.127,0.549,120.003,2005
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,78,,https://open.spotify.com/track/4TsmezEQVSZNNPv5RJ65Ov,246960,4FyGpObwABjn0o8Tdp7AZz,Music Of The Sun,2005-08-29,https://i.scdn.co/image/ab67616d00004851b21609e1a2d7c1b7ba8efae2,https://i.scdn.co/image/ab67616d00001e02b21609e1a2d7c1b7ba8efae2,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,40187273,barbadian pop,89,0.779,0.64,7,-8.415,0.159,0.000155,0.00077,0.101,0.498,99.019,2005
3f3omU8n47Mqyab5nCaGyT,Because of You,71,https://p.scdn.co/mp3-preview/1d24ddb30ca6e91eefcd6a965507e5492181378a?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/3f3omU8n47Mqyab5nCaGyT,219493,5gDAEao3VxFdbm8vS0koQq,Breakaway,2004-01-17,https://i.scdn.co/image/ab67616d0000485103dadde4d9d305c1c3e0d91c,https://i.scdn.co/image/ab67616d00001e0203dadde4d9d305c1c3e0d91c,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,7112350,dance pop,83,0.583,0.584,5,-5.362,0.0314,0.254,0,0.123,0.136,140.039,2004
2gam98EZKrF9XuOkU13ApN,Promiscuous,82,,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN,242293,2yboV2QBcVGEhcRlYuPpDT,Loose (International Version),2006-01-01,https://i.scdn.co/image/ab67616d00004851a6f439c8957170652f9410e2,https://i.scdn.co/image/ab67616d00001e02a6f439c8957170652f9410e2,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,2274687,canadian latin,75,0.808,0.97,10,-6.098,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,2006
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),83,https://p.scdn.co/mp3-preview/3859547944f57cfb7b996f6551148c9467889d4b?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V,218093,5ppnlEoj4HdRRdRihnY3jU,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,https://i.scdn.co/image/ab67616d0000485127ddd747545c0d0cfe7595fa,https://i.scdn.co/image/ab67616d00001e0227ddd747545c0d0cfe7595fa,0EmeFodog0BfCgMzAIvKQp,Shakira,20261121,colombian pop,84,0.778,0.824,10,-5.892,0.0712,0.284,0,0.405,0.756,100.024,2005
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),77,https://p.scdn.co/mp3-preview/e4ff7d627759f7c67e5814ddd821ba6b507136da?cid=db980949895b411e9b9174156754fdd3,https://open.spotify.com/track/0O45fw2L5vsWpdsOdXwNAR,242733,2scB1uhcCI1TSf6b9TCZK3,FutureSex/LoveSounds,2006-09-12,https://i.scdn.co/image/ab67616d00004851c6ba98fd3f3b396a6c6f7091,https://i.scdn.co/image/ab67616d00001e02c6ba98fd3f3b396a6c6f7091,31TPClRtHm23RisEBtV3X7,Justin Timberlake,9987047,dance pop,82,0.967,0.583,7,-5.562,0.0789,0.0584,0,0.0519,0.964,117.0,2006
314QzMOrpNUqWBUozYshf6,Buttons,68,,https://open.spotify.com/track/314QzMOrpNUqWBUozYshf6,225560,53zV9rZ5yfWgigsmuJtYpG,PCD,2005-01-01,https://i.scdn.co/image/ab67616d000048515d9edaa7b844f929a5b2973e,https://i.scdn.co/image/ab67616d00001e025d9edaa7b844f929a5b2973e,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,3936198,dance pop,72,0.565,0.817,2,-4.338,0.27,0.152,0,0.247,0.477,210.851,2005
30cSNer6TV8x2utjULVeQ5,SOS,70,,https://open.spotify.com/track/30cSNer6TV8x2utjULVeQ5,238920,2JdjS6jjOml7nt7Yjo0nnh,A Girl Like Me,2006-04-10,https://i.scdn.co/image/ab67616d00004851d744a51e193d52170070062b,https://i.scdn.co/image/ab67616d00001e02d744a51e193d52170070062b,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,40187273,barbadian pop,89,0.677,0.671,7,-4.905,0.0361,0.004,5.07e-05,0.413,0.527,137.046,2006
7K2IeEefMiK8sDL8RBvXw2,London Bridge,58,,https://open.spotify.com/track/7K2IeEefMiK8sDL8RBvXw2,241306,2knAf4wg8Gff8q1bXiXCTz,The Dutchess,2006-01-01,https://i.scdn.co/image/ab67616d0000485110591d448ff910d4275893a6,https://i.scdn.co/image/ab67616d00001e0210591d448ff910d4275893a6,3r17AfJCCUqC9Lf0OAc73G,Fergie,4135112,dance pop,72,0.769,0.609,1,-5.894,0.357,0.216,0,0.166,0.633,90.951,2006
